Дата,Тип документа,Название,Количество,Цена,Сумма,Валовая прибыль (руб),Валовая прибыль (%),Сотрудник,Статус
30.11.2025 - 19:03,Продажа,Чехол силиконовый прозрачный,1,277,277,217,78.33935018050542,Администратор,
30.11.2025 - 19:47,Заказ,Жесткий диск Seagate BarraCuda 1TB,2,3525,7050,972,13.787234042553193,Администратор,Выдан
01.12.2025 - 19:14,Продажа,Защитное стекло 3D для iPhone 11/XR,1,548,548,498,90.87591240875912,Сидоров Алексей,
02.12.2025 - 11:22,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5506,5506,1737,31.54740283327279,Администратор,Выдан
02.12.2025 - 12:24,Заказ,Прошивка Android/iOS,1,950,950,950,100.0,Сидоров Алексей,Выдан
02.12.2025 - 16:51,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1130,1130,1026,90.79646017699115,Администратор,Выдан
02.12.2025 - 17:38,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4198,4198,904,21.53406383992377,Сидоров Алексей,Выдан
02.12.2025 - 17:59,Заказ,Наклейка защитного стекла (Услуга),1,211,211,211,100.0,Администратор,Выдан
03.12.2025 - 11:33,Заказ,Чистка системы охлаждения с заменой термопасты,2,1497,2994,2792,93.25317301269205,Петров Роман,Выдан
03.12.2025 - 12:03,Продажа,Защитное стекло 3D для iPhone 11/XR,1,538,538,490,91.07806691449815,Петров Роман,
03.12.2025 - 12:28,Продажа,Чехол силиконовый прозрачный,1,274,274,214,78.1021897810219,Сидоров Алексей,
03.12.2025 - 15:16,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1134,1134,1033,91.09347442680776,Сидоров Алексей,Выдан
03.12.2025 - 15:18,Заказ,Диагностика,2,506,1012,1012,100.0,Администратор,Выдан
03.12.2025 - 16:31,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4850,4850,1502,30.969072164948454,Петров Роман,Выдан
03.12.2025 - 19:14,Заказ,Диагностика,1,459,459,459,100.0,Петров Роман,Выдан
05.12.2025 - 10:21,Продажа,Защитное стекло 3D для iPhone 11/XR,1,507,507,456,89.94082840236686,Администратор,
06.12.2025 - 15:41,Заказ,Наклейка защитного стекла (Услуга),1,202,202,202,100.0,Сидоров Алексей,Выдан
07.12.2025 - 13:44,Продажа,Блок питания Apple 20W (Copy),1,1242,1242,843,67.8743961352657,Сидоров Алексей,
07.12.2025 - 14:07,Заказ,Диагностика,1,527,527,527,100.0,Сидоров Алексей,Выдан
07.12.2025 - 16:17,Заказ,Установка Windows 10/11 + Драйвера,2,1309,2618,2618,100.0,Петров Роман,Выдан
08.12.2025 - 14:20,Продажа,Чехол силиконовый прозрачный,1,312,312,253,81.08974358974359,Петров Роман,
08.12.2025 - 18:06,Заказ,Чехол силиконовый прозрачный,1,274,274,217,79.1970802919708,Администратор,Выдан
08.12.2025 - 19:30,Заказ,Диагностика,1,530,530,530,100.0,Иванов Сергей,Выдан
09.12.2025 - 11:05,Заказ,Защитное стекло 3D для iPhone 11/XR,1,493,493,442,89.65517241379311,Петров Роман,Выдан
09.12.2025 - 15:42,Заказ,Наклейка защитного стекла (Услуга),1,192,192,192,100.0,Сидоров Алексей,Выдан
09.12.2025 - 19:49,Заказ,Наклейка защитного стекла (Услуга),1,205,205,205,100.0,Сидоров Алексей,Выдан
10.12.2025 - 10:12,Заказ,Блок питания Apple 20W (Copy),1,1226,1226,837,68.27079934747145,Иванов Сергей,Выдан
10.12.2025 - 12:49,Заказ,Диагностика,1,462,462,462,100.0,Иванов Сергей,Выдан
10.12.2025 - 14:53,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4921,4921,1730,35.155456208087784,Администратор,Выдан
10.12.2025 - 14:58,Заказ,Восстановление цепи питания,1,4840,4840,4353,89.93801652892563,Администратор,Выдан
10.12.2025 - 16:08,Продажа,Чехол силиконовый прозрачный,1,310,310,253,81.61290322580645,Иванов Сергей,
10.12.2025 - 18:57,Заказ,Чехол силиконовый прозрачный,3,294,882,705,79.93197278911565,Администратор,Выдан
11.12.2025 - 13:40,Заказ,Защитное стекло 3D для iPhone 11/XR,1,516,516,466,90.31007751937985,Иванов Сергей,Выдан
11.12.2025 - 14:15,Заказ,Кабель USB - Lightning (Foxconn),1,647,647,502,77.58887171561051,Петров Роман,Выдан
11.12.2025 - 14:33,Продажа,Чехол силиконовый прозрачный,1,278,278,220,79.13669064748201,Петров Роман,
11.12.2025 - 14:55,Заказ,Защитное стекло 3D для iPhone 11/XR,1,543,543,494,90.97605893186004,Сидоров Алексей,Выдан
11.12.2025 - 15:21,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5983,5983,2101,35.116162460304196,Иванов Сергей,Выдан
12.12.2025 - 10:30,Заказ,Установка Windows 10/11 + Драйвера,1,1274,1274,1274,100.0,Петров Роман,Выдан
12.12.2025 - 14:13,Заказ,Наклейка защитного стекла (Услуга),1,202,202,202,100.0,Петров Роман,Выдан
12.12.2025 - 15:53,Заказ,Установка Windows 10/11 + Драйвера,1,1153,1153,1153,100.0,Петров Роман,Выдан
13.12.2025 - 13:35,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1306,1306,756,57.88667687595712,Администратор,Выдан
13.12.2025 - 14:45,Заказ,Восстановление цепи питания,1,4890,4890,4368,89.32515337423312,Сидоров Алексей,Выдан
13.12.2025 - 15:06,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,489,489,281,57.46421267893661,Иванов Сергей,
14.12.2025 - 19:22,Заказ,Диагностика,1,525,525,525,100.0,Петров Роман,Выдан
15.12.2025 - 13:37,Продажа,Защитное стекло 3D для iPhone 11/XR,1,459,459,407,88.67102396514161,Сидоров Алексей,
15.12.2025 - 17:42,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),1,1254,1254,688,54.864433811802236,Иванов Сергей,Выдан
15.12.2025 - 19:24,Заказ,Чехол силиконовый прозрачный,1,328,328,271,82.6219512195122,Петров Роман,Выдан
16.12.2025 - 11:09,Заказ,Установка Windows 10/11 + Драйвера,1,1102,1102,1102,100.0,Администратор,Выдан
16.12.2025 - 13:16,Заказ,Чехол силиконовый прозрачный,2,290,580,462,79.65517241379311,Администратор,Выдан
16.12.2025 - 16:10,Заказ,Восстановление цепи питания,1,4439,4439,3945,88.87136742509574,Администратор,Выдан
16.12.2025 - 18:29,Заказ,Диагностика,2,542,1084,1084,100.0,Сидоров Алексей,Выдан
16.12.2025 - 19:17,Заказ,Защитное стекло 3D для iPhone 11/XR,1,545,545,495,90.82568807339449,Сидоров Алексей,Выдан
17.12.2025 - 18:23,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",2,4711,9422,3018,32.031415835279134,Петров Роман,Выдан
18.12.2025 - 11:14,Заказ,Чехол силиконовый прозрачный,1,327,327,267,81.65137614678899,Администратор,Выдан
18.12.2025 - 11:35,Заказ,Дисплей iPhone 11 (Копия AAA),1,2492,2492,1133,45.46548956661316,Иванов Сергей,Выдан
18.12.2025 - 15:57,Заказ,Замена разъема зарядки (MicroUSB/Type-C),1,1182,1182,1081,91.45516074450084,Иванов Сергей,Выдан
18.12.2025 - 16:25,Продажа,Блок питания Apple 20W (Copy),1,1219,1219,816,66.94011484823625,Сидоров Алексей,
18.12.2025 - 17:00,Продажа,Защитное стекло 3D для iPhone 11/XR,1,486,486,435,89.50617283950618,Администратор,
18.12.2025 - 17:31,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,448,448,244,54.46428571428571,Сидоров Алексей,Выдан
18.12.2025 - 17:49,Заказ,Прошивка Android/iOS,1,1062,1062,1062,100.0,Сидоров Алексей,Выдан
18.12.2025 - 17:55,Заказ,Чехол силиконовый прозрачный,1,323,323,263,81.42414860681114,Петров Роман,Выдан
19.12.2025 - 14:32,Заказ,Чехол силиконовый прозрачный,1,284,284,222,78.16901408450704,Администратор,Выдан
19.12.2025 - 14:35,Заказ,Установка Windows 10/11 + Драйвера,2,1206,2412,2412,100.0,Сидоров Алексей,Выдан
19.12.2025 - 15:16,Заказ,Защитное стекло 3D для iPhone 11/XR,1,464,464,416,89.65517241379311,Администратор,Выдан
19.12.2025 - 15:45,Продажа,Блок питания Apple 20W (Copy),1,1230,1230,835,67.88617886178862,Сидоров Алексей,
19.12.2025 - 15:56,Продажа,Чехол силиконовый прозрачный,1,317,317,256,80.7570977917981,Иванов Сергей,
19.12.2025 - 16:28,Заказ,Чехол силиконовый прозрачный,1,318,318,259,81.44654088050315,Петров Роман,Выдан
19.12.2025 - 16:55,Заказ,Защитное стекло 3D для iPhone 11/XR,1,472,472,420,88.98305084745762,Сидоров Алексей,Выдан
19.12.2025 - 17:08,Заказ,Дисплей iPhone 11 (Копия AAA),1,2718,2718,1377,50.66225165562914,Петров Роман,Выдан
20.12.2025 - 13:37,Заказ,Дисплей iPhone 11 (Копия AAA),1,2330,2330,996,42.74678111587983,Иванов Сергей,Выдан
20.12.2025 - 14:43,Заказ,Чехол силиконовый прозрачный,1,329,329,272,82.67477203647417,Иванов Сергей,Выдан
20.12.2025 - 17:31,Продажа,Чехол силиконовый прозрачный,1,324,324,264,81.48148148148148,Иванов Сергей,
20.12.2025 - 18:18,Заказ,Установка Windows 10/11 + Драйвера,2,1230,2460,2460,100.0,Сидоров Алексей,Выдан
20.12.2025 - 19:11,Заказ,Блок питания Apple 20W (Copy),1,1299,1299,884,68.05234795996921,Петров Роман,Выдан
21.12.2025 - 10:15,Заказ,Кабель USB - Lightning (Foxconn),1,634,634,480,75.70977917981072,Петров Роман,Выдан
21.12.2025 - 10:25,Продажа,Чехол силиконовый прозрачный,1,324,324,265,81.79012345679013,Петров Роман,
21.12.2025 - 10:54,Заказ,Диагностика,1,462,462,462,100.0,Петров Роман,Выдан
21.12.2025 - 11:30,Заказ,Защитное стекло 3D для iPhone 11/XR,1,474,474,423,89.24050632911393,Администратор,Выдан
21.12.2025 - 16:29,Заказ,"15.6"" WXGA HD LED Глянцевый 40pin (NT156WH)",1,4246,4246,937,22.067828544512484,Сидоров Алексей,Выдан
21.12.2025 - 16:42,Заказ,Защитное стекло 3D для iPhone 11/XR,1,488,488,437,89.54918032786885,Иванов Сергей,Выдан
22.12.2025 - 12:33,Заказ,Наклейка защитного стекла (Услуга),1,206,206,206,100.0,Администратор,Выдан
23.12.2025 - 11:54,Заказ,Диагностика,1,523,523,523,100.0,Петров Роман,Выдан
23.12.2025 - 13:57,Заказ,SSD накопитель Kingston 240GB,1,2015,2015,460,22.8287841191067,Иванов Сергей,Выдан
23.12.2025 - 14:55,Продажа,Чехол силиконовый прозрачный,1,280,280,218,77.85714285714286,Администратор,
24.12.2025 - 12:18,Заказ,Защитное стекло 3D для iPhone 11/XR,2,549,1098,994,90.52823315118397,Сидоров Алексей,Выдан
24.12.2025 - 14:54,Заказ,SSD накопитель Kingston 240GB,1,2273,2273,834,36.691597008359,Сидоров Алексей,Выдан
24.12.2025 - 19:27,Продажа,Защитное стекло 3D для iPhone 11/XR,1,488,488,440,90.1639344262295,Иванов Сергей,
24.12.2025 - 19:37,Продажа,Кабель USB - Lightning (Foxconn),1,641,641,490,76.4430577223089,Иванов Сергей,
24.12.2025 - 19:48,Продажа,Защитное стекло 3D для iPhone 11/XR,1,549,549,498,90.7103825136612,Петров Роман,
25.12.2025 - 10:26,Продажа,Кабель USB - Lightning (Foxconn),1,589,589,434,73.68421052631578,Петров Роман,
25.12.2025 - 16:36,Заказ,Прошивка Android/iOS,1,935,935,935,100.0,Петров Роман,Выдан
26.12.2025 - 13:25,Заказ,Установка Windows 10/11 + Драйвера,1,1184,1184,1184,100.0,Сидоров Алексей,Выдан
26.12.2025 - 13:29,Заказ,Чехол силиконовый прозрачный,1,292,292,230,78.76712328767124,Петров Роман,Выдан
26.12.2025 - 16:21,Продажа,Защитное стекло 3D для iPhone 11/XR,1,497,497,448,90.14084507042254,Петров Роман,
27.12.2025 - 12:16,Заказ,Восстановление цепи питания,2,4936,9872,8876,89.91085899513777,Администратор,Выдан
27.12.2025 - 14:00,Заказ,Кабель USB - Lightning (Foxconn),1,593,593,445,75.04215851602024,Петров Роман,Выдан
27.12.2025 - 14:21,Заказ,Дисплей iPhone 11 (Оригинал переклей),2,5336,10672,2812,26.349325337331337,Администратор,Выдан
28.12.2025 - 11:10,Заказ,Восстановление цепи питания,1,4451,4451,3940,88.51943383509324,Иванов Сергей,Выдан
28.12.2025 - 11:44,Заказ,Дисплей iPhone 11 (Оригинал переклей),1,5958,5958,2044,34.30681436723732,Администратор,Выдан
28.12.2025 - 13:13,Заказ,Установка Windows 10/11 + Драйвера,1,1279,1279,1279,100.0,Петров Роман,Выдан
28.12.2025 - 14:54,Заказ,Чистка системы охлаждения с заменой термопасты,2,1559,3118,2916,93.52148813341886,Иванов Сергей,Выдан
28.12.2025 - 15:10,Заказ,Чехол силиконовый прозрачный,1,322,322,264,81.98757763975155,Сидоров Алексей,Выдан
28.12.2025 - 18:24,Заказ,Блок питания Apple 20W (Copy),1,1095,1095,694,63.37899543378995,Иванов Сергей,Выдан
29.12.2025 - 16:29,Заказ,Прошивка Android/iOS,1,972,972,972,100.0,Сидоров Алексей,Выдан
29.12.2025 - 19:33,Заказ,Прошивка Android/iOS,1,1017,1017,1017,100.0,Иванов Сергей,Выдан
30.12.2025 - 10:01,Продажа,Блок питания Apple 20W (Copy),1,1125,1125,742,65.95555555555556,Петров Роман,
30.12.2025 - 10:05,Заказ,Защитное стекло 3D для iPhone 11/XR,1,504,504,454,90.07936507936508,Сидоров Алексей,Выдан
30.12.2025 - 10:56,Заказ,16GB USB 2.0 Flash Drive SmartBuy,1,467,467,274,58.67237687366167,Петров Роман,Выдан
30.12.2025 - 13:01,Продажа,Чехол силиконовый прозрачный,1,281,281,219,77.93594306049823,Иванов Сергей,
30.12.2025 - 15:08,Заказ,Установка Windows 10/11 + Драйвера,1,1165,1165,1165,100.0,Петров Роман,Выдан
30.12.2025 - 16:02,Продажа,16GB USB 2.0 Flash Drive SmartBuy,1,425,425,226,53.17647058823529,Администратор,
30.12.2025 - 16:11,Заказ,Восстановление цепи питания,1,4583,4583,4062,88.63190050185467,Иванов Сергей,Выдан
30.12.2025 - 16:32,Заказ,Кабель USB - Lightning (Foxconn),1,612,612,463,75.65359477124183,Петров Роман,Выдан
31.12.2025 - 12:04,Заказ,Аккумулятор Samsung Galaxy A51 (EB-BA515),2,1083,2166,1056,48.75346260387812,Петров Роман,Выдан
31.12.2025 - 14:52,Продажа,16GB USB 2.0 Flash Drive SmartBuy,2,446,892,478,53.58744394618834,Сидоров Алексей,
31.12.2025 - 15:57,Заказ,Прошивка Android/iOS,1,996,996,996,100.0,Петров Роман,Выдан
31.12.2025 - 16:22,Заказ,Наклейка защитного стекла (Услуга),2,185,370,370,100.0,Администратор,Выдан
31.12.2025 - 17:42,Заказ,Чехол силиконовый прозрачный,1,328,328,271,82.6219512195122,Сидоров Алексей,Выдан
